power_level,weight,height,age,gender,speed,battle_iq,ranking,intelligence,training_time,secret_code,win_prob,win_binary,power_weight_ratio,speed_age_ratio,tactical_intelligence,hero_bmi,training_efficiency,ranking_category_num,name_encoded,role_encoded,skin_type_encoded,eye_color_encoded,hair_color_encoded,universe_encoded,body_type_encoded,job_encoded,species_encoded,abilities_encoded,special_attack_encoded
-1.3933639370437794,-0.04740621007148562,-0.4399624418059137,0.969108839036802,-0.14186617680821537,-1.076033787106718,-0.8934739314767488,0.9431213198821614,-0.8736322485593526,-1.2901214712439164,0.44211908706065883,0.43,0,-1.0090604413997377,-0.5623420253390328,-0.8910121470597332,0.6640123955019138,-1.1531492114995485,2,0.12917404715029598,-0.9942251682696075,1.246045015572761,1.8938343312960473,-1.4827996526614817,1.6850041697297264,-0.34286000625249147,-1.2611408931897852,0.8702611647488638,-0.8792443037204123,-1.5742304494991435
-1.539639896968658,0.4377786121963249,1.324236888823022,0.22424272617066207,-0.14186617680821537,-0.39774485299292844,0.09141543486172851,0.31976772837481715,0.11849373176828039,-1.4882975312528883,0.44211908706065883,0.32,0,-1.1376819497748405,-0.4159711675313557,0.10530075040060047,-0.6302452396539107,-1.211473665380845,3,0.34692303404295316,-0.9942251682696075,1.246045015572761,1.8938343312960473,-0.5127846409856484,1.1889358776467494,-1.3769297776573861,0.17199471779151373,-1.4961182753556583,1.4836534878602552,-0.12221589672037506
0.001355493079209584,2.002499664010014,1.9087607634289947,0.8863459376072309,1.194255270221887,-0.9860139594311226,0.040029902704938385,1.6044671167409692,0.060930108336301685,-0.43045671946438235,0.44211908706065883,0.63,1,-1.0937506004505175,-0.5477453710964416,0.050644086746820416,-1.3946325696937603,-0.7347159873691766,1,-0.15530446798365932,-0.9942251682696075,1.246045015572761,1.8938343312960473,-0.5127846409856484,1.1889358776467494,1.2082446508548503,1.127418458445713,-0.9045234153295278,0.3022045920699214,1.6202015666141472
1.4834659661160663,-0.43555406788573403,-0.48247326904998444,0.14147982474109097,-0.14186617680821537,-0.25224768965679145,0.6880585582377916,-0.7257214781487874,0.6534968201360825,1.2533634218063887,-0.5854650969812635,0.52,1,1.292772297341969,-0.3844181107960838,0.6784149092845227,0.24699678059375746,0.49743247792670225,4,1.4988854163137846,-0.9942251682696075,-0.5223147599524174,-0.9233499866689089,-0.8361229782109262,1.1889358776467494,-0.8598948919549387,-0.5445730876991357,1.4618560247749943,-1.4699687516155793,0.7489928349468861
-0.5820837553267073,-0.2657393800920004,-0.05736499660927704,-1.7620669081390445,1.194255270221887,-0.25224768965679145,0.9335672118757888,0.741199784032717,0.9176122688239847,-0.5795960410752299,1.9834953631235424,0.8,1,-0.3954623259509122,0.7070735243726126,0.9345204189765208,-0.06975976158991667,1.5360728131925394,2,0.21697605799410935,-0.9942251682696075,-0.875986715057453,-0.9233499866689089,1.103907045140741,1.6850041697297264,0.17417487944995577,1.6051303287728127,0.2786663047227333,-0.2885198558252455,1.0393957455026397
1.7574993078245515,-0.2657393800920004,-0.48247326904998444,-0.9068502600334764,-1.4779876238383178,-0.25224768965679145,-0.7821386118037036,-1.1738887894243837,-0.7822076701673865,0.7308685195643038,-0.5957409388216827,0.75,1,1.2907477654819244,-0.12838920871947604,-0.7879452955983194,0.458796097086756,1.2566454501863118,5,-0.40466217878008925,-0.9942251682696075,-1.2296586701624885,-0.6103295068950249,0.45723037069018524,1.6850041697297264,-1.3769297776573861,-0.5445730876991357,0.2786663047227333,0.3022045920699214,0.45858992439113233
-1.194029129635481,0.07388999549546701,-1.09888026408901,-0.603386288125049,-1.4779876238383178,0.48151858011753973,0.15707472595096034,-0.7503460556914026,0.19298783268025282,-1.1423348872440515,0.3393606686564666,0.7,1,-0.8984560168680081,-0.08540358809235199,0.17557360366974625,2.2502007967803266,-0.8351169146366001,4,0.7051552382857117,-0.9942251682696075,-1.5833306252675243,1.5808138515221632,-1.159461315436204,1.1889358776467494,-0.34286000625249147,-0.0668612173720361,0.2786663047227333,1.4836534878602552,1.0393957455026397
1.9986569714844864,-0.8722204079267635,-0.5249840962940552,-0.16198414716733642,-1.4779876238383178,0.04816731665595186,-0.516646695660288,0.2522260299722155,-0.4740729800315004,1.5222200219892092,-0.5854650969812635,0.64,1,2.5121562437938216,-0.28642247210838934,-0.5006074066755899,-0.25204647317181816,0.9404779581091214,3,-1.3037547698207381,-0.9942251682696075,0.5387011053626896,-0.9233499866689089,1.7505837195912965,1.1889358776467494,0.17417487944995577,0.41085065295506357,0.2786663047227333,0.3022045920699214,-1.5742304494991435
-1.482835719074644,-0.5325910323392962,-0.14238665109741852,0.4449437966495184,1.194255270221887,-0.25224768965679145,-2.246626278272222,0.39504857971938356,-2.4447805587027713,-1.4483917717288974,-0.5957409388216827,0.42,0,-1.0094016125094858,-0.42327380007393384,-2.355810732981039,-0.25667909400069827,-1.2014473836579846,2,1.653416955398896,-0.9942251682696075,0.8923730604677251,1.2677933717482792,-0.8361229782109262,1.1889358776467494,-1.3769297776573861,0.17199471779151373,0.2786663047227333,0.3022045920699214,0.45858992439113233
1.1359825335775922,-0.2657393800920004,-0.8863261278686565,1.5484491490437997,-0.14186617680821537,-1.3251584264880174,-1.079032797598491,0.6518477455209419,-1.0937284557992712,0.8678332026763066,1.9834953631235424,0.51,1,0.8428013457816502,-0.6124653366074648,-1.0940226120594876,1.159638712947442,-0.3218533487894742,2,0.687594836116949,-0.9942251682696075,-0.875986715057453,0.3287319324266273,-1.4827996526614817,1.1889358776467494,0.17417487944995577,0.41085065295506357,0.2786663047227333,-0.2885198558252455,0.16818701383537862
